,feature,value
556,city.SUM(clients.sgg),0.01575334771252135
557,change.SUM(clients.revenue1),0.0
558,change.MEAN(clients.receivableS2),0.00046625908650572225
559,kind.MEAN(clients.tanAsset2),9.52397212634654e-05
560,kind.MEDIAN(clients.sgg),0.005652400431817637
561,city.MEDIAN(clients.debt2),0.009673441404881567
562,kind.SUM(clients.salary2),0.0012939901687984874
563,kind.SUM(clients.sgg),0.0019525091159389237
564,city.MEAN(clients.receivableL1),0.0007653772203938118
565,city.SUM(clients.noe1),0.0008342984619439392
566,change.MEDIAN(clients.bedCount),0.0
567,change.STD(clients.quickAsset2),0.0
568,change.MEDIAN(clients.liquidLiabilities1),0.0
569,city.SUM(clients.shortLoan2),0.009033709788715844
570,change.SUM(clients.noi2),0.0003469592022904005
571,change.SUM(clients.noi1),0.0
572,city.MEDIAN(clients.interest1),0.012605313167181265
573,city.MEDIAN(clients.sga2),0.016508234184456762
574,change.MEAN(clients.debt1),0.00040383502545406655
575,change.MEAN(clients.shortLoan2),0.0
576,city.SUM(clients.receivableS2),0.019960060993427092
577,kind.STD(clients.tanAsset1),0.0020823438645490105
578,kind.SUM(clients.shortLoan1),0.0013342614315751385
579,kind.MEDIAN(clients.salary1),0.0032951958951601404
580,city.SUM(clients.receivableS1),0.016768448326223737
581,change.MEDIAN(clients.liquidAsset2),0.0006489234894459085
582,kind.MEDIAN(clients.liquidLiabilities1),0.0040837397825047835
583,kind.MEDIAN(clients.receivableL1),0.0
584,change.SUM(clients.longLoan1),0.0
585,change.MEAN(clients.OnonCAsset1),0.0
586,kind.STD(clients.noi1),0.00035134778116911936
587,change.MODE(clients.employee1) = 79.0,0.0011050682183118175
588,change.MODE(clients.employee1) = 16.0,0.0
589,change.MODE(clients.employee1) = unknown,0.0010923146299064252
590,kind.STD(clients.NCLiabilities2),0.0007750639010267965
591,change.SUM(clients.receivableS2),7.685095312843234e-05
592,kind.MEDIAN(clients.revenue2),0.002106997739964721
593,change.MEDIAN(clients.nonCAsset1),8.103516675551318e-05
594,kind.MEDIAN(clients.receivableS1),0.0036031254265011326
595,city.MEDIAN(clients.sga1),0.004093950138983685
596,kind.STD(clients.liquidLiabilities2),0.0019064396066258752
597,kind.SUM(clients.salescost2),0.0010088656700904446
598,change.MEAN(clients.surplus1),0.0003739182546688694
599,change.STD(clients.liquidAsset2),0.0
600,change.MEDIAN(clients.sgg),0.0
601,kind.MEAN(clients.NCLiabilities2),0.0008720787748367604
602,city.MODE(clients.instkind) = nursing_hospital,0.0010203766154371133
603,city.MODE(clients.instkind) = hospital,8.03753892668418e-05
604,city.MODE(clients.instkind) = unknown,0.0
605,city.SUM(clients.receivableL1),0.0011139761628799908
606,city.MEAN(clients.salary2),0.006729414124093692
607,kind.MEAN(clients.inventoryAsset1),0.00022491757742560276
608,change.STD(clients.salescost1),0.0
609,kind.MEDIAN(clients.sga2),0.007365674977508096
610,city.MEAN(clients.shortLoan2),0.010915930243692166
611,kind.SUM(clients.debt2),0.0005173293208558156
612,city.STD(clients.revenue2),0.003952884558418232
613,change.SUM(clients.OnonCAsset1),0.00011556386652111353
614,city.MEAN(clients.noi2),0.013579064512717905
615,city.STD(clients.shortLoan1),0.09174734774032392
616,change.SUM(clients.revenue2),0.0012753318315064854
617,kind.MEAN(clients.receivableS1),0.0018320430396128284
618,change.STD(clients.ctax1),0.0
619,kind.STD(clients.profit1),0.0021688630317808037
620,city.MEDIAN(clients.receivableS2),0.004504363803207051
621,change.MEDIAN(clients.debt1),0.0003025067480948925
622,kind.MEAN(clients.shortLoan1),0.0015981160259975007
623,kind.STD(clients.revenue2),0.0014373869646601995
624,kind.STD(clients.salary2),0.0035096060382484623
625,change.STD(clients.revenue2),0.0
626,kind.STD(clients.nonCAsset2),0.0005943221500002713
627,city.MEDIAN(clients.liquidLiabilities2),0.027898354200240554
628,change.SUM(clients.noe2),0.0
629,city.MEDIAN(clients.liquidAsset2),0.016287522775851954
630,change.MEDIAN(clients.shortLoan2),0.0
631,change.SUM(clients.salescost1),0.0
632,change.MEDIAN(clients.OnonCAsset2),0.0
633,city.STD(clients.longLoan2),0.001574060687569889
634,city.MEAN(clients.nonCAsset1),0.004723322312681314
635,change.SUM(clients.inventoryAsset1),0.0
636,change.MEAN(clients.salary2),0.0
637,city.STD(clients.salescost1),0.027688529188954945
638,kind.STD(clients.noe2),0.0024334852692969814
639,city.MEAN(clients.tanAsset2),0.008666353259236658
640,city.SUM(clients.receivableL2),0.0
641,city.MEAN(clients.ctax1),0.0007492306209917191
642,change.STD(clients.longLoan2),0.0
643,city.MEDIAN(clients.inventoryAsset1),0.017534184842849562
644,change.STD(clients.noi2),0.0
645,change.MEDIAN(clients.tanAsset2),0.0
646,city.MEDIAN(clients.salary1),0.009397340359577771
647,kind.MEDIAN(clients.liquidLiabilities2),0.009614227732486921
648,change.SUM(clients.receivableL1),0.0007892994531034382
649,city.SUM(clients.tanAsset2),0.006628083285821063
650,change.MEAN(clients.inventoryAsset2),0.0
651,city.MODE(clients.ownerChange) = same,0.002747252816334367
652,city.MODE(clients.ownerChange) = change,0.0
653,city.MODE(clients.ownerChange) = unknown,0.0
654,change.MEDIAN(clients.profit1),0.0
655,city.STD(clients.interest2),0.0173065643756
656,kind.SUM(clients.receivableS1),0.0022294728490283864
657,city.MEAN(clients.inventoryAsset1),0.0016616034932501172
658,change.MEDIAN(clients.sga2),0.00022331564550152287
659,change.SUM(clients.netAsset2),0.0
660,kind.SUM(clients.inventoryAsset2),0.0014134788481533914
661,change.MEAN(clients.NCLiabilities2),0.000341799769293229
662,city.MEAN(clients.liquidAsset1),0.008318804785255988
663,kind.STD(clients.netAsset1),0.0012773002018076358
664,kind.MEAN(clients.nonCAsset2),0.0011156548880649282
665,kind.MEAN(clients.shortLoan2),0.005025128923084397
666,city.MEAN(clients.shortLoan1),0.0019912575336556494
667,change.STD(clients.shortLoan2),3.497045721800945e-06
668,kind.MEAN(clients.revenue1),0.004257139265259056
669,kind.STD(clients.salary1),0.0008645762928015513
670,city.MEAN(clients.interest2),0.009414534935123443
671,kind.MEDIAN(clients.noe1),0.004585078756027268
672,kind.MEDIAN(clients.inventoryAsset2),0.0001368961303380547
673,change.SUM(clients.inventoryAsset2),0.0
674,city.SUM(clients.profit1),0.019778217621869487
675,kind.MEAN(clients.noe2),0.00408731960469726
676,city.MEDIAN(clients.salary2),0.0053294152858639355
677,kind.STD(clients.OnonCAsset1),0.0009003266958241838
678,kind.MEAN(clients.liquidAsset2),0.002278722254581161
679,kind.MEAN(clients.noi2),0.0016872775440942222
680,kind.MEDIAN(clients.liquidAsset2),0.005660785441392936
681,change.STD(clients.noi1),0.0
682,city.MEAN(clients.surplus2),0.009595365437451335
683,change.SUM(clients.liquidLiabilities1),3.097478861340924e-05
684,kind.MEDIAN(clients.salary2),0.0014268838489089703
685,change.MEDIAN(clients.interest1),0.0003444448732084495
686,kind.MEDIAN(clients.OnonCAsset1),0.0036320471279346995
687,kind.MEDIAN(clients.noi2),0.006508617437671697
688,city.MEAN(clients.OnonCAsset1),0.006674992392710167
689,kind.STD(clients.bedCount),0.0006254709776170864
690,change.MEDIAN(clients.netAsset2),0.002747252816334367
691,change.STD(clients.salary1),0.0
692,kind.MEDIAN(clients.nonCAsset1),0.004465202778944892
693,kind.MEDIAN(clients.OnonCAsset2),0.003266438304574822
694,kind.MEAN(clients.sga1),0.004911009898566242
695,city.MEAN(clients.debt1),0.004060029574253973
696,city.MEAN(clients.debt2),0.021401580915532813
697,city.MEDIAN(clients.NCLiabilities1),0.013549732235228125
698,city.STD(clients.tanAsset2),0.004928850264421112
699,city.SUM(clients.nonCAsset2),0.003470077850455718
700,change.SUM(clients.salary2),0.0004497720769881074
701,change.MEAN(clients.netAsset1),0.0
702,change.MEAN(clients.longLoan1),0.0005868804439067544
703,change.SUM(clients.shortLoan2),0.000768279516363153
704,change.MEDIAN(clients.receivableS2),2.1857484279149427e-05
705,city.SUM(clients.interest1),0.002196988857783876
706,kind.MEDIAN(clients.tanAsset1),0.0
707,change.MEAN(clients.tanAsset2),0.0
708,city.MEAN(clients.netAsset2),0.005366250919561208
709,city.MEAN(clients.ctax2),0.00590794177936309
710,city.MEAN(clients.quickAsset1),0.006923881914640572
711,change.MODE(clients.employee2) = 70.0,0.0
712,change.MODE(clients.employee2) = 15.0,0.0
713,change.MODE(clients.employee2) = unknown,0.0
714,city.MEAN(clients.noe1),0.008945984002829302
715,kind.MEDIAN(clients.noi1),0.00587444406902429
716,kind.SUM(clients.debt1),0.00047642815307487226
717,change.MEDIAN(clients.quickAsset1),7.225702644471442e-05
718,city.SUM(clients.quickAsset1),0.00365417260141292
719,kind.STD(clients.netAsset2),0.00240106825671219
720,change.STD(clients.profit1),0.0
721,kind.MEDIAN(clients.surplus1),0.0
722,kind.MEAN(clients.profit2),0.0028562010817027696
723,change.MODE(clients.sido) = gyeonggi,0.0027976152256140568
724,change.MODE(clients.sido) = gyeongbuk,0.0007156100946628016
725,change.MODE(clients.sido) = unknown,0.0
726,city.MEDIAN(clients.receivableL1),0.0
727,city.MEAN(clients.receivableS2),0.010583728937566936
728,change.STD(clients.NCLiabilities1),7.901421915922756e-05
729,city.STD(clients.sga1),0.00898449906975228
730,city.MEDIAN(clients.ctax1),0.00597174488826204
731,kind.MEDIAN(clients.surplus2),0.000600000698309504
732,city.STD(clients.receivableS1),0.005954650352661374
733,city.MEAN(clients.liquidLiabilities1),0.005353300535456312
734,kind.MEAN(clients.inventoryAsset2),0.0
735,city.STD(clients.noe1),0.003796455336195291
736,city.MEDIAN(clients.noi1),0.005399780169906646
737,city.STD(clients.inventoryAsset1),0.02425408190948688
738,kind.STD(clients.sga1),0.0030888018813083834
739,city.MEDIAN(clients.profit2),0.008395803427583427
740,city.STD(clients.receivableL1),0.0
741,change.MEDIAN(clients.tanAsset1),0.0
742,kind.STD(clients.liquidLiabilities1),0.005177145591237639
743,change.SUM(clients.OnonCAsset2),0.0
744,change.MEAN(clients.liquidAsset2),0.0
745,kind.SUM(clients.nonCAsset2),0.0006863385531510267
746,city.MEAN(clients.noi1),0.000807175252356026
747,change.SUM(clients.bedCount),0.0
748,city.MEDIAN(clients.profit1),0.03055482089267579
749,city.MODE(clients.employee2) = 70.0,0.0
750,city.MODE(clients.employee2) = 0,0.0005829245736649268
751,city.MODE(clients.employee2) = 56.0,0.000818292920393126
752,city.MODE(clients.employee2) = 75.0,0.0
753,city.MODE(clients.employee2) = 74.0,0.0
754,city.MODE(clients.employee2) = 52.0,2.5807172739322523e-05
755,city.MODE(clients.employee2) = 278.0,0.0003822721251699415
756,city.MODE(clients.employee2) = 15.0,8.38142855645503e-05
757,city.MODE(clients.employee2) = 1.0,0.001036567317729112
758,city.MODE(clients.employee2) = 0.0,0.00017870994850952853
759,city.MODE(clients.employee2) = unknown,0.0
760,city.STD(clients.liquidLiabilities2),0.009066164882209406
761,kind.MEAN(clients.interest2),0.0005016551760585201
762,kind.SUM(clients.tanAsset1),0.0015332486514375362
763,change.STD(clients.netAsset1),0.0
764,change.STD(clients.ctax2),0.00021771313698156234
765,kind.MEDIAN(clients.salescost1),0.004956027835602399
766,city.SUM(clients.liquidAsset1),0.0076483938858489765
767,city.MEDIAN(clients.quickAsset2),0.027233273271153376
768,city.MEDIAN(clients.OnonCAsset1),2.5401979880141403e-05
769,change.SUM(clients.ctax2),0.0
770,city.MEAN(clients.receivableL2),0.0033875516799787083
771,change.MEDIAN(clients.interest2),0.0
772,change.STD(clients.receivableS2),0.0
773,kind.STD(clients.sgg),0.004229324609065541
774,city.SUM(clients.ctax2),0.005162778544372313
775,city.STD(clients.NCLiabilities1),0.0019992331508143467
776,city.MEAN(clients.interest1),0.023495584036456553
777,city.MODE(clients.employee1) = 42.0,0.0
778,city.MODE(clients.employee1) = 350.0,3.667555687889126e-06
779,city.MODE(clients.employee1) = 130,0.0026463127689503292
780,city.MODE(clients.employee1) = 54.0,0.0002887687683080865
781,city.MODE(clients.employee1) = 36,0.00010724783807147136
782,city.MODE(clients.employee1) = 21.0,6.86662075530233e-06
783,city.MODE(clients.employee1) = 342.0,0.002747252816334367
784,city.MODE(clients.employee1) = 107.0,0.0011788813761050832
785,city.MODE(clients.employee1) = 70.0,0.0
786,city.MODE(clients.employee1) = 132.0,0.0
787,city.MODE(clients.employee1) = unknown,0.0006289550923353114
788,change.MEAN(clients.noe2),0.0
789,city.STD(clients.bedCount),0.07269257623500129
790,change.STD(clients.salary2),0.0007061362600410848
791,change.MEAN(clients.liquidAsset1),0.0005988785916609885
792,kind.STD(clients.nonCAsset1),0.004288029702043619
793,kind.STD(clients.debt2),0.0026133902512698536
794,kind.SUM(clients.noi2),0.0013462496402429204
795,change.MEAN(clients.tanAsset1),0.0003997827051523995
796,city.MEAN(clients.bedCount),0.04423655235576615
797,change.MEDIAN(clients.salary1),0.0
798,city.STD(clients.receivableL2),0.0003115661977727754
799,city.SUM(clients.NCLiabilities2),0.012275708398978527
800,city.SUM(clients.sga2),0.0017134006632182185
801,city.SUM(clients.netAsset1),0.00928296242891807
802,change.SUM(clients.netAsset1),1.3675138713538586e-05
803,kind.MEAN(clients.receivableL2),0.002901513272710164
804,city.SUM(clients.noi1),0.0007658518332503383
805,kind.MODE(clients.sido) = gyeongbuk,0.0
806,kind.MODE(clients.sido) = gyeonggi,0.0006263777528435208
807,kind.MODE(clients.sido) = seoul,0.0
808,kind.MODE(clients.sido) = unknown,0.0
809,kind.MEDIAN(clients.ctax1),0.0041828251149401705
810,kind.MEAN(clients.ctax2),0.0015723712974863482
811,change.MEAN(clients.inventoryAsset1),0.0009665540322161423
812,kind.MEDIAN(clients.receivableL2),0.0
813,city.MEAN(clients.salescost2),0.03878269541124582
814,kind.SUM(clients.quickAsset1),1.539427330367817e-05
815,kind.MEDIAN(clients.debt2),0.008393378745480436
816,change.MEDIAN(clients.noe2),0.0
817,city.SUM(clients.netAsset2),0.007952464365148265
818,kind.STD(clients.OnonCAsset2),0.002645379631197603
819,city.SUM(clients.ctax1),0.011751161027417769
820,change.MEDIAN(clients.nonCAsset2),0.000680000765175087
821,city.SUM(clients.nonCAsset1),0.0041498357908354745
822,kind.STD(clients.receivableL1),0.0035088304207184923
823,kind.MEDIAN(clients.ctax2),0.002618506429650932
824,kind.MEAN(clients.salescost1),0.0025036675866541135
825,change.STD(clients.longLoan1),0.0
826,kind.SUM(clients.liquidLiabilities1),0.00047550989754578145
827,city.STD(clients.nonCAsset1),0.008906296018318218
828,city.STD(clients.NCLiabilities2),0.0015972025683958359
829,change.STD(clients.OnonCAsset1),0.0
830,city.SUM(clients.inventoryAsset1),0.005770563829952849
831,kind.MEAN(clients.receivableS2),0.0
832,change.STD(clients.liquidLiabilities2),0.0
833,city.SUM(clients.revenue2),0.007051571058257226
834,city.SUM(clients.longLoan2),0.009215874624173656
835,change.SUM(clients.liquidAsset2),0.0
836,change.MEDIAN(clients.surplus2),0.0
837,city.MEDIAN(clients.inventoryAsset2),0.01644209594719217
838,city.MEDIAN(clients.sgg),0.013899438654617947
839,kind.MEAN(clients.surplus2),0.0004244560131492145
840,change.STD(clients.bedCount),7.935380918342702e-05
841,change.SUM(clients.ctax1),0.0
842,kind.MEDIAN(clients.revenue1),0.004264689437260421
843,change.MEDIAN(clients.revenue2),0.0
844,change.STD(clients.salescost2),0.0
845,change.MEAN(clients.revenue2),0.0
846,kind.MEAN(clients.sgg),0.0011886426722281854
847,change.MEAN(clients.shortLoan1),0.0
848,change.SUM(clients.quickAsset2),7.449713430762999e-05
849,kind.STD(clients.surplus1),0.0018200301861219957
850,city.STD(clients.tanAsset1),0.00689915807031345
851,kind.MEDIAN(clients.longLoan1),0.00022990011556902294
852,city.SUM(clients.interest2),0.0034319458846152145
853,change.MEAN(clients.liquidLiabilities2),8.037538926684138e-05
854,change.STD(clients.netAsset2),7.41060676618305e-05
855,kind.STD(clients.liquidAsset2),0.005836939275982655
856,kind.MEDIAN(clients.profit1),0.0019383944437521314
857,city.SUM(clients.bedCount),0.008548934222901799
858,change.MODE(clients.instkind) = nursing_hospital,0.002934479586888351
859,change.MODE(clients.instkind) = unknown,0.00044898127550125553
860,change.MEAN(clients.NCLiabilities1),7.403848271291246e-05
861,city.SUM(clients.salescost1),0.0064270782071143605
862,kind.MEAN(clients.liquidLiabilities2),9.943182293784008e-05
863,kind.MEDIAN(clients.nonCAsset2),0.00419742096227699
864,city.SUM(clients.noe2),0.005403524773027833
865,change.SUM(clients.receivableS1),0.0
866,city.MEDIAN(clients.bedCount),0.005409178212922326
867,kind.MEAN(clients.OnonCAsset2),0.008432541245123626
868,change.SUM(clients.nonCAsset2),0.0
869,change.STD(clients.liquidAsset1),1.6788260603726545e-05
870,change.MEAN(clients.receivableS1),0.0
871,kind.MEAN(clients.surplus1),0.0022758789341664953
872,city.STD(clients.revenue1),0.004073415376774931
873,city.SUM(clients.OnonCAsset1),0.01292695377234317
874,change.SUM(clients.profit2),0.0
875,kind.MEDIAN(clients.bedCount),0.0002234486345261025
876,city.MEAN(clients.revenue2),0.00969198147190637
877,change.STD(clients.noe2),0.0005083687748755004
878,kind.MEAN(clients.sga2),0.004832420645932619
879,kind.STD(clients.salescost1),0.0006244267337181815
880,kind.MEDIAN(clients.quickAsset1),0.002426517939579532
881,kind.MEDIAN(clients.receivableS2),0.00036396305470941503
882,city.SUM(clients.NCLiabilities1),0.011220651789266784
883,change.MEDIAN(clients.receivableL1),0.0
884,city.SUM(clients.salary2),0.008475627293900537
885,city.MEDIAN(clients.surplus1),0.0
886,city.SUM(clients.debt1),0.009502140865019082
887,kind.MODE(clients.employee1) = 54.0,0.0066662126514164125
888,kind.MODE(clients.employee1) = 60.0,0.00030900983663405187
889,kind.MODE(clients.employee1) = 211.0,6.53628226311875e-05
890,kind.MODE(clients.employee1) = 16.0,0.0
891,kind.MODE(clients.employee1) = 42.0,0.002747252816334367
892,kind.MODE(clients.employee1) = 532,0.0
893,kind.MODE(clients.employee1) = 107.0,6.410730489920407e-06
894,kind.MODE(clients.employee1) = unknown,0.0
895,city.STD(clients.ctax1),0.006276952930178977
896,city.STD(clients.surplus1),0.003870861203129442
897,city.STD(clients.salescost2),0.02102436424975504
898,city.MEDIAN(clients.ctax2),0.005166990981002138
899,change.MEAN(clients.revenue1),0.0
900,city.STD(clients.noi1),0.004416280764526242
901,change.STD(clients.surplus2),7.733342751998838e-05
902,city.MEDIAN(clients.surplus2),0.0
903,kind.MEDIAN(clients.salescost2),0.0026442939615552246
904,city.MEDIAN(clients.liquidAsset1),0.06895051544503769
905,kind.MEDIAN(clients.NCLiabilities2),0.0022429948250465618
906,city.MEAN(clients.profit1),0.006195467841928602
907,city.COUNT(clients),0.01109747728424414
908,kind.SUM(clients.receivableL1),0.0032711771481184434
909,change.MEAN(clients.salary1),0.0
910,change.MEAN(clients.profit1),0.0
911,change.MEDIAN(clients.salary2),0.0
912,change.SUM(clients.salescost2),0.0
913,city.MEDIAN(clients.nonCAsset1),0.005959432648651005
914,city.MEDIAN(clients.longLoan1),0.02790269829626429
915,kind.STD(clients.noe1),0.00383555594303278
916,city.MEDIAN(clients.noe1),0.008114594417085712
917,kind.SUM(clients.liquidAsset1),0.0
918,kind.MEAN(clients.liquidAsset1),0.0025758357428878344
919,kind.SUM(clients.revenue1),0.00021363834067632937
920,kind.STD(clients.profit2),0.0015680213314954576
921,city.STD(clients.longLoan1),0.010428390345948528
922,change.MEDIAN(clients.revenue1),0.0
923,kind.STD(clients.salescost2),0.009811747388335032
924,city.MEDIAN(clients.salescost1),0.057090677491003265
925,kind.SUM(clients.sga1),0.0007143506446377333
926,city.SUM(clients.OnonCAsset2),0.004375238269549081
927,kind.SUM(clients.quickAsset2),0.0009859251378125347
928,kind.SUM(clients.salescost1),0.00348224949140781
929,change.MEDIAN(clients.shortLoan1),0.0
930,sido_enc,0.4596198203286874
931,openDate_enc,0.0046303082833697
932,instkind_enc,0.017984181858367636
933,employee1_enc,0.8429499583608123
934,employee2_enc,0.5822404272725735
935,ownerChange_enc,0.35587026237443464
